Year,LocationAbbr,Class,Topic,Question,DataSource,Response,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,AR,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,YES,Percentage,55.2,,47,63.1,158,INTERMEDIATE PNC,Adequacy of Prenatal care,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO241,5,PNC3,BOC18,RES40
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,YES (CHECKED),Percentage,8.4,,3.7,17.8,9,<20 yrs,Maternal Age (4 Levels),"(44.567449424, -120.155031326)",CLA4,TOP4,QUO164,41,AYR1,BOC4,RES41
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,NO (UNCHECKED),Percentage,90.8,,82.4,95.5,111,12 yrs,Maternal Education,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO164,55,12YR3,BOC5,RES24
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,43,,34.6,51.8,48,"Black, non-Hispanic",Maternal Race/Ethnicity,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO161,31,ETH1,BOC6,RES41
2007,NE,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,44.5,,40,49.1,334,Non-Smoker,Smoked last 3 months of Pregnancy,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO89,31,SMK1,BOC13,RES40
2007,WV,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,YES (CHECKED),Percentage,0.8,,0.3,2.3,2,35+ yrs,Maternal Age (4 Levels),"(38.665510202, -80.712640135)",CLA4,TOP4,QUO163,54,AYR6,BOC4,RES41
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,YES (CHECKED),Percentage,9.9,,3.3,26.1,4,"$25,000 to $49,999",Income (years 2004 and beyond),"(42.827001032, -75.543970427)",CLA4,TOP4,QUO163,36,INC37,BOC14,RES41
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,,Percentage,860,,,,,,Mother Hispanic,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO160,23,BOC8,BOC8,
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,YES (CHECKED),Percentage,10.3,,4.2,22.9,5,INTERMEDIATE PNC,Adequacy of Prenatal care,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO159,55,PNC3,BOC18,RES41
2007,HI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,,Percentage,1202,,,,,,Income (years 2004 and beyond),"(21.304850435, -157.857749403)",CLA4,TOP4,QUO165,15,BOC14,BOC14,
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,YES (CHECKED),Percentage,0.9,,0.4,2.2,7,MARRIED,Marital Status,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO159,41,MA1,BOC3,RES41
2007,HI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,,Percentage,1168,,,,,,Mother Hispanic,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO164,15,BOC8,BOC8,
2007,OR,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,53.8,,48.2,59.4,421,Age 18 - 44,Maternal Age - 18 to 44 years only,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO89,41,AGE1844ALL,BOC16,RES40
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,NO (UNCHECKED),Percentage,65.7,,54.8,75.1,69,20-24 yrs,Maternal Age (4 Levels),"(44.393191174, -89.816370742)",CLA4,TOP4,QUO161,55,AYR4,BOC4,RES24
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,NO (UNCHECKED),Percentage,92.7,,88.1,95.6,165,Other non-Hispanic,Maternal Race/Ethnicity,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO163,41,ETH3,BOC6,RES24
2007,HI,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,Percentage,42.6,,39.4,45.9,364,Age 18 - 44,Maternal Age - 18 to 44 years only,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO241,15,AGE1844ALL,BOC16,RES23
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,YES (CHECKED),Percentage,14.9,,9.4,22.9,23,Non-Medicaid,Medicaid Recipient,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO160,31,MED2,BOC9,RES41
2007,HI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,,Percentage,1179,,,,,,On WIC during Pregnancy,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO159,15,BOC10,BOC10,
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,NO (UNCHECKED),Percentage,,,,,,Age 45+,Maternal Age - 18 to 44 years in groupings,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO163,31,AGE5,BOC17,RES24
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,YES (CHECKED),Percentage,10,,4.3,21.6,16,20-24 yrs,Maternal Age (4 Levels),"(44.567449424, -120.155031326)",CLA4,TOP4,QUO164,41,AYR4,BOC4,RES41
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,NO (UNCHECKED),Percentage,96.5,,88.3,99,106,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO159,31,AGE4,BOC17,RES24
2007,MO,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,YES (CHECKED),Percentage,10.3,,5.7,18,15,Non-WIC,On WIC during Pregnancy,"(38.635790776, -92.566300053)",CLA4,TOP4,QUO164,29,WIC1,BOC10,RES41
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,NO (UNCHECKED),Percentage,67.5,,46.2,83.4,29,35+ yrs,Maternal Age (4 Levels),"(34.748650124, -92.274490743)",CLA4,TOP4,QUO165,5,AYR6,BOC4,RES24
2007,NY,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,62.3,,53.6,70.2,115,30+ yrs,Maternal Age (3 Levels),"(42.827001032, -75.543970427)",CLA4,TOP4,QUO89,36,AYR3,BOC19,RES23
2007,MO,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,YES (CHECKED),Percentage,26,,14.5,42.3,14,<20 yrs,Maternal Age (4 Levels),"(38.635790776, -92.566300053)",CLA4,TOP4,QUO162,29,AYR1,BOC4,RES41
2007,WI,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,76,,61.8,86.1,51,LBW (<=2500g),Birth Weight,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO242,55,BWT1,BOC1,RES40
2007,HI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,20.2,,16.4,24.6,71,ADEQUATE PNC,Adequacy of Prenatal care,"(21.304850435, -157.857749403)",CLA4,TOP4,QUO165,15,PNC1,BOC18,RES41
2007,MO,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,YES (CHECKED),Percentage,7.5,,4.3,12.7,17,Smoker,Smoked last 3 months of Pregnancy,"(38.635790776, -92.566300053)",CLA4,TOP4,QUO164,29,SMK2,BOC13,RES41
2007,ME,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,YES (CHECKED),Percentage,,,,,,"Black, non-Hispanic",Maternal Race/Ethnicity,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO159,23,ETH1,BOC6,RES41
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,YES (CHECKED),Percentage,5.8,,2.4,13.3,12,INTERMEDIATE PNC,Adequacy of Prenatal care,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO159,39,PNC3,BOC18,RES41
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO161,55,PNC4,BOC18,RES41
2007,NY,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,82.1,,78,85.5,574,Non-WIC,On WIC during Pregnancy,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO242,36,WIC1,BOC10,RES40
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,35.2,,26.5,45,67,Non-WIC,On WIC during Pregnancy,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO161,5,WIC1,BOC10,RES41
2007,WV,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,61.1,,41,78,28,"Black, non-Hispanic",Maternal Race/Ethnicity,"(38.665510202, -80.712640135)",CLA4,TOP4,QUO89,54,ETH1,BOC6,RES23
2007,OH,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,NO,Percentage,27.6,,13,49.3,8,Hispanic,Mother Hispanic,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO242,39,HIS1,BOC8,RES23
2007,NE,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception,PRAMS,YES,Percentage,59.2,,48.3,69.3,93,<20 yrs,Maternal Age (4 Levels),"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO242,31,AYR1,BOC4,RES40
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,58.6,,46,70.1,53,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO161,39,AGE4,BOC17,RES41
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,YES (CHECKED),Percentage,5.6,,2.4,12.6,14,12 yrs,Maternal Education,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO159,39,12YR3,BOC5,RES41
2007,OH,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,44.7,,27,63.9,17,35+ yrs,Maternal Age (4 Levels),"(40.060210141, -82.404260056)",CLA4,TOP4,QUO3,39,AYR6,BOC4,RES40
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,NO (UNCHECKED),Percentage,96.3,,86,99.1,165,>12 yrs,Maternal Education,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO159,41,12YR2,BOC5,RES24
2007,AR,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,NO,Percentage,56.4,,37.4,73.7,31,Hispanic,Maternal Race/Ethnicity,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO3,5,ETH2,BOC6,RES23
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,NO (UNCHECKED),Percentage,62.9,,52.8,71.9,163,20-29 yrs,Maternal Age (3 Levels),"(44.567449424, -120.155031326)",CLA4,TOP4,QUO161,41,AYR2,BOC19,RES24
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,NO (UNCHECKED),Percentage,74.3,,68.7,79.2,302,Non-Smoker,Smoked last 3 months of Pregnancy,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO165,31,SMK1,BOC13,RES24
2007,OR,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,57.9,,49.9,65.4,237,OTHER,Marital Status,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO89,41,MA2,BOC3,RES40
2007,NE,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,NO,Percentage,55.9,,50.9,60.8,320,Non-Smoker,Smoked 3 months before Pregnancy,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO89,31,SMK1,BOC12,RES23
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception- didn't mind getting pregnant,PRAMS,YES (CHECKED),Percentage,35.9,,24.4,49.3,54,< 12 yrs,Maternal Education,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO161,41,12YR1,BOC5,RES41
2007,WI,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,37.2,,31.4,43.5,132,ADEQUATE PNC,Adequacy of Prenatal care,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO89,55,PNC1,BOC18,RES40
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception- problems getting birth control,PRAMS,,Percentage,706,,,,,,Number of Previous Live Births,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO159,55,BOC20,BOC20,
2007,OH,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,51.2,,40.8,61.4,75,"$10,000 to $24,999",Income (years 2004 and beyond),"(40.060210141, -82.404260056)",CLA4,TOP4,QUO3,39,INC36,BOC14,RES40
2007,WV,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,16.9,,11.8,23.7,52,20-29 yrs,Maternal Age (3 Levels),"(38.665510202, -80.712640135)",CLA4,TOP4,QUO165,54,AYR2,BOC19,RES41
2007,NY,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,NO (UNCHECKED),Percentage,94.1,,86.4,97.6,123,30+ yrs,Maternal Age (3 Levels),"(42.827001032, -75.543970427)",CLA4,TOP4,QUO162,36,AYR3,BOC19,RES24
2007,NY,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,39.9,,28,53,41,INTERMEDIATE PNC,Adequacy of Prenatal care,"(42.827001032, -75.543970427)",CLA4,TOP4,QUO3,36,PNC3,BOC18,RES40
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,NO (UNCHECKED),Percentage,76.1,,69.6,81.6,291,Non-Smoker,Smoked 3 months before Pregnancy,"(34.748650124, -92.274490743)",CLA4,TOP4,QUO165,5,SMK1,BOC12,RES24
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,,Percentage,1390,,,,,,Adequacy of Prenatal care,"(44.567449424, -120.155031326)",CLA4,TOP4,QUO162,41,BOC18,BOC18,
2007,NE,Family Planning,Contraception - Conception,Reason for not using contraception at conception- husband or partner did not want to,PRAMS,YES (CHECKED),Percentage,14.2,,9.4,20.9,30,Non-WIC,On WIC during Pregnancy,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO160,31,WIC1,BOC10,RES41
2007,OH,Family Planning,Contraception - Conception,Reason for not using contraception at conception - had side effects from birth control,PRAMS,,Percentage,973,,,,,,Maternal Race/Ethnicity,"(40.060210141, -82.404260056)",CLA4,TOP4,QUO163,39,BOC6,BOC6,
2007,AR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she could not get pregnant at that time,PRAMS,YES (CHECKED),Percentage,24.3,,18.9,30.6,104,20-29 yrs,Maternal Age (3 Levels),"(34.748650124, -92.274490743)",CLA4,TOP4,QUO165,5,AYR2,BOC19,RES41
2007,ME,Family Planning,Contraception - Conception,Indicator of contraception use at the time of pregnancy (for those not trying to get pregnant),PRAMS,YES,Percentage,47.5,,42.1,52.9,152,NBW (>2500g),Birth Weight,"(45.254228894001, -68.985031336)",CLA4,TOP4,QUO89,23,BWT2,BOC1,RES40
2007,NE,Family Planning,Contraception - Conception,Indicator of contraceptive use at time of pregnancy among women with an unintended pregnancy,PRAMS,YES,Percentage,52.8,,44.5,61,102,Non-Medicaid,Medicaid Recipient,"(41.641040988001, -99.365720623)",CLA4,TOP4,QUO3,31,MED2,BOC9,RES40
2007,WI,Family Planning,Contraception - Conception,Reason for not using contraception at conception - thought she or partner was sterile,PRAMS,YES (CHECKED),Percentage,7.1,,3.2,14.9,7,Non-WIC,On WIC during Pregnancy,"(44.393191174, -89.816370742)",CLA4,TOP4,QUO164,55,WIC1,BOC10,RES41
2007,OR,Family Planning,Contraception - Conception,Reason for not using contraception at conception - some other reason,PRAMS,NO (UNCHECKED),Percentage,86.1,,73.6,93.2,136,30+ yrs,Maternal Age (3 Levels),"(44.567449424, -120.155031326)",CLA4,TOP4,QUO162,41,AYR3,BOC19,RES24
