Year,LocationAbbr,LocationDesc,Class,Topic,Question,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.4,0.7,224,20-24 yrs,Maternal Age (4 Levels),,CLA8,TOP43,QUO143,59,AYR4,BOC4,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.5,0.8,381,25-34 yrs,Maternal Age (4 Levels),,CLA8,TOP43,QUO143,59,AYR5,BOC4,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.7,,,,0.5,1,132,35+ yrs,Maternal Age (4 Levels),,CLA8,TOP43,QUO143,59,AYR6,BOC4,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.8,,,,0.6,1.1,179,< 12 yrs,Maternal Education,,CLA8,TOP43,QUO143,59,12YR1,BOC5,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.4,0.6,367,>12 yrs,Maternal Education,,CLA8,TOP43,QUO143,59,12YR2,BOC5,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.7,,,,0.5,0.9,289,12 yrs,Maternal Education,,CLA8,TOP43,QUO143,59,12YR3,BOC5,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1.3,,,,1,1.7,258,"Black, non-Hispanic",Maternal Race/Ethnicity,,CLA8,TOP43,QUO143,59,ETH1,BOC6,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.4,0.8,95,Hispanic,Maternal Race/Ethnicity,,CLA8,TOP43,QUO143,59,ETH2,BOC6,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.8,,,,0.5,1.2,85,Other non-Hispanic,Maternal Race/Ethnicity,,CLA8,TOP43,QUO143,59,ETH3,BOC6,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.4,0.6,428,"White, non-Hispanic",Maternal Race/Ethnicity,,CLA8,TOP43,QUO143,59,ETH4,BOC6,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.4,0.8,95,Hispanic,Mother Hispanic,,CLA8,TOP43,QUO143,59,HIS1,BOC8,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.5,0.8,764,Non-Hispanic,Mother Hispanic,,CLA8,TOP43,QUO143,59,HIS2,BOC8,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.8,,,,0.6,0.9,532,Medicaid,Medicaid Recipient,,CLA8,TOP43,QUO143,59,MED1,BOC9,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.4,0.7,337,Non-Medicaid,Medicaid Recipient,,CLA8,TOP43,QUO143,59,MED2,BOC9,RES23
2007,PRAMS Total,PRAMS Total,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.5,0.7,869,None,None,,CLA8,TOP43,QUO143,59,BOC99,BOC99,RES23
2007,ME,Maine,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.3,,,,0.2,0.5,12,20-29 yrs,Maternal Age (3 Levels),"(45.254228894001, -68.985031336)",CLA8,TOP43,QUO143,23,AYR2,BOC19,RES23
2007,HI,Hawaii,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.2,1.6,4,OTHER,Marital Status,"(21.304850435, -157.857749403)",CLA8,TOP43,QUO143,15,MA2,BOC3,RES23
2007,NE,Nebraska,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.2,,,,0.1,0.4,5,1 or more,Number of Previous Live Births,"(41.641040988001, -99.365720623)",CLA8,TOP43,QUO143,31,PRV1,BOC20,RES23
2007,NC,North Carolina,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.9,,,,0.5,1.4,47,None,None,"(35.466220975, -79.159250463)",CLA8,TOP43,QUO143,37,BOC99,BOC99,RES23
2007,IL,Illinois,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.4,,,,0.2,0.7,12,Non-Medicaid,Medicaid Recipient,"(40.485010283, -88.997710178)",CLA8,TOP43,QUO143,17,MED2,BOC9,RES23
2007,AR,Arkansas,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.2,1.4,3,35+ yrs,Maternal Age (4 Levels),"(34.748650124, -92.274490743)",CLA8,TOP43,QUO143,5,AYR6,BOC4,RES23
2007,HI,Hawaii,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.3,1.4,5,20-29 yrs,Maternal Age (3 Levels),"(21.304850435, -157.857749403)",CLA8,TOP43,QUO143,15,AYR2,BOC19,RES23
2007,GA,Georgia,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.8,,,,0.2,3.3,8,Non-WIC,On WIC during Pregnancy,"(32.839681093, -83.627580346)",CLA8,TOP43,QUO143,13,WIC1,BOC10,RES23
2007,NC,North Carolina,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.4,0.8,27,Non-WIC,On WIC during Pregnancy,"(35.466220975, -79.159250463)",CLA8,TOP43,QUO143,37,WIC1,BOC10,RES23
2007,GA,Georgia,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1.1,,,,0.3,4.9,7,30+ yrs,Maternal Age (3 Levels),"(32.839681093, -83.627580346)",CLA8,TOP43,QUO143,13,AYR3,BOC19,RES23
2007,CO,Colorado,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.2,1,20,20-29 yrs,Maternal Age (3 Levels),"(38.843840757, -106.133610921)",CLA8,TOP43,QUO143,8,AYR2,BOC19,RES23
2007,ME,Maine,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.3,,,,0.2,0.4,16,Non-Smoker,Smoked last 3 months of Pregnancy,"(45.254228894001, -68.985031336)",CLA8,TOP43,QUO143,23,SMK1,BOC13,RES23
2007,MO,Missouri,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.9,,,,0.3,3,3,<20 yrs,Maternal Age (3 Levels),"(38.635790776, -92.566300053)",CLA8,TOP43,QUO143,29,AYR1,BOC19,RES23
2007,MA,Massachusetts,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.4,,,,0.1,1.4,4,Non-WIC,On WIC during Pregnancy,"(42.27687047, -72.082690675)",CLA8,TOP43,QUO143,25,WIC1,BOC10,RES23
2007,UT,Utah,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.3,,,,0.1,0.9,4,NBW (>2500g),Birth Weight,"(39.360700171, -111.587130635)",CLA8,TOP43,QUO143,49,BWT2,BOC1,RES23
2007,NC,North Carolina,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.9,,,,0.5,1.6,38,Non-Hispanic,Mother Hispanic,"(35.466220975, -79.159250463)",CLA8,TOP43,QUO143,37,HIS2,BOC8,RES23
2007,GA,Georgia,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.9,,,,0.3,2.7,12,MARRIED,Marital Status,"(32.839681093, -83.627580346)",CLA8,TOP43,QUO143,13,MA1,BOC3,RES23
2007,OK,Oklahoma,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.3,1.1,95,Non-Smoker,Smoked last 3 months of Pregnancy,"(35.472031356, -97.521070214)",CLA8,TOP43,QUO143,40,SMK1,BOC13,RES23
2007,WV,West Virginia,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,Age 45+,Maternal Age - 18 to 44 years in groupings,"(38.665510202, -80.712640135)",CLA8,TOP43,QUO143,54,AGE5,BOC17,RES23
2007,GA,Georgia,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,Age 45+,Maternal Age - 18 to 44 years in groupings,"(32.839681093, -83.627580346)",CLA8,TOP43,QUO143,13,AGE5,BOC17,RES23
2007,NE,Nebraska,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.1,,,,0,0.3,3,NBW (>2500g),Birth Weight,"(41.641040988001, -99.365720623)",CLA8,TOP43,QUO143,31,BWT2,BOC1,RES23
2007,IL,Illinois,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.9,,,,0.4,2.1,5,Smoker,Smoked last 3 months of Pregnancy,"(40.485010283, -88.997710178)",CLA8,TOP43,QUO143,17,SMK2,BOC13,RES23
2007,YC,New York City,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1,,,,0.4,2.4,19,1 or more,Number of Previous Live Births,"(42.827001032, -75.543970427)",CLA8,TOP43,QUO143,36,PRV1,BOC20,RES23
2007,UT,Utah,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.4,,,,0.2,1,13,MARRIED,Marital Status,"(39.360700171, -111.587130635)",CLA8,TOP43,QUO143,49,MA1,BOC3,RES23
2007,CO,Colorado,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.3,0.9,14,"Less than $10,000",Income (years 2004 and beyond),"(38.843840757, -106.133610921)",CLA8,TOP43,QUO143,8,INC39,BOC14,RES23
2007,UT,Utah,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.7,,,,0.3,1.8,10,"$25,000 to $49,999",Income (years 2004 and beyond),"(39.360700171, -111.587130635)",CLA8,TOP43,QUO143,49,INC37,BOC14,RES23
2007,SD,South Dakota,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1.2,,,,0.4,3.5,2,30+ yrs,Maternal Age (3 Levels),"(44.353130053, -100.373530637)",CLA8,TOP43,QUO143,46,AYR3,BOC19,RES23
2007,MD,Maryland,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.2,,,,0.1,0.4,17,>12 yrs,Maternal Education,"(39.290580964, -76.609260111)",CLA8,TOP43,QUO143,24,12YR2,BOC5,RES23
2007,OH,Ohio,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,5.7,,,,0.8,31.2,1,Hispanic,Mother Hispanic,"(40.060210141, -82.404260056)",CLA8,TOP43,QUO143,39,HIS1,BOC8,RES23
2007,WI,Wisconsin,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.4,,,,0.1,1.4,4,ADEQUATE PNC,Adequacy of Prenatal care,"(44.393191174, -89.816370742)",CLA8,TOP43,QUO143,55,PNC1,BOC18,RES23
2007,NJ,New Jersey,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.5,,,,0.1,3.6,1,"Less than $10,000",Income (years 2004 and beyond),"(40.130570048, -74.273691288)",CLA8,TOP43,QUO143,34,INC39,BOC14,RES23
2007,UT,Utah,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.9,,,,0.3,2.7,5,Hispanic,Maternal Race/Ethnicity,"(39.360700171, -111.587130635)",CLA8,TOP43,QUO143,49,ETH2,BOC6,RES23
2007,AK,Alaska,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.9,,,,0.3,2.5,6,Unintended,Pregnancy Intendedness,"(64.845079957001, -147.722059036)",CLA8,TOP43,QUO143,2,IND2,BOC11,RES23
2007,HI,Hawaii,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.4,,,,0.1,1.1,3,0,Number of Previous Live Births,"(21.304850435, -157.857749403)",CLA8,TOP43,QUO143,15,PRV0,BOC20,RES23
2007,AR,Arkansas,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.3,1.1,10,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(34.748650124, -92.274490743)",CLA8,TOP43,QUO143,5,AGE4,BOC17,RES23
2007,HI,Hawaii,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1,,,,0.5,2,7,WIC,On WIC during Pregnancy,"(21.304850435, -157.857749403)",CLA8,TOP43,QUO143,15,WIC2,BOC10,RES23
2007,IL,Illinois,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.4,,,,0.2,0.8,7,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,"(40.485010283, -88.997710178)",CLA8,TOP43,QUO143,17,AGE3,BOC17,RES23
2007,MI,Michigan,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.7,,,,0.3,1.5,7,< 12 yrs,Maternal Education,"(44.661319543001, -84.71439027)",CLA8,TOP43,QUO143,26,12YR1,BOC5,RES23
2007,MA,Massachusetts,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.4,,,,0.1,1.9,2,"$50,000 or more",Income (years 2004 and beyond),"(42.27687047, -72.082690675)",CLA8,TOP43,QUO143,25,INC38,BOC14,RES23
2007,VT,Vermont,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.3,,,,0.1,0.7,1,<20 yrs,Maternal Age (3 Levels),"(43.625381239, -72.517640791)",CLA8,TOP43,QUO143,50,AYR1,BOC19,RES23
2007,MA,Massachusetts,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.3,,,,0.1,1.1,5,NBW (>2500g),Birth Weight,"(42.27687047, -72.082690675)",CLA8,TOP43,QUO143,25,BWT2,BOC1,RES23
2007,WV,West Virginia,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1,,,,0.5,1.8,33,Non-Hispanic,Mother Hispanic,"(38.665510202, -80.712640135)",CLA8,TOP43,QUO143,54,HIS2,BOC8,RES23
2007,IL,Illinois,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.4,0.9,30,None,None,"(40.485010283, -88.997710178)",CLA8,TOP43,QUO143,17,BOC99,BOC99,RES23
2007,RI,Rhode Island,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1,,,,0.3,3.6,6,"$10,000 to $24,999",Income (years 2004 and beyond),"(41.708280193, -71.522470314)",CLA8,TOP43,QUO143,44,INC36,BOC14,RES23
2007,RI,Rhode Island,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.3,,,,0.2,0.4,7,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,"(41.708280193, -71.522470314)",CLA8,TOP43,QUO143,44,AGE3,BOC17,RES23
2007,NY,New York (excluding NYC),Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1.1,,,,0.3,3.8,8,Smoker,Smoked 3 months before Pregnancy,"(42.827001032, -75.543970427)",CLA8,TOP43,QUO143,36,SMK2,BOC12,RES23
2007,MA,Massachusetts,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.2,1.9,6,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(42.27687047, -72.082690675)",CLA8,TOP43,QUO143,25,AGE4,BOC17,RES23
2007,NE,Nebraska,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.3,,,,0.1,0.8,7,Non-Hispanic,Mother Hispanic,"(41.641040988001, -99.365720623)",CLA8,TOP43,QUO143,31,HIS2,BOC8,RES23
2007,VT,Vermont,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.8,,,,0.4,1.7,9,1 or more,Number of Previous Live Births,"(43.625381239, -72.517640791)",CLA8,TOP43,QUO143,50,PRV1,BOC20,RES23
2007,AR,Arkansas,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.7,,,,0.4,1.2,39,None,None,"(34.748650124, -92.274490743)",CLA8,TOP43,QUO143,5,BOC99,BOC99,RES23
2007,NE,Nebraska,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,0.6,,,,0.2,2.1,3,< 12 yrs,Maternal Education,"(41.641040988001, -99.365720623)",CLA8,TOP43,QUO143,31,12YR1,BOC5,RES23
2007,OR,Oregon,Infant Health,Pregnancy Outcome,Indicator of infant currently alive,PRAMS,NO,%,Percentage,1.1,,,,0.4,3.3,3,INADEQUATE PNC,Adequacy of Prenatal care,"(44.567449424, -120.155031326)",CLA8,TOP43,QUO143,41,PNC2,BOC18,RES23
