Year,LocationAbbr,LocationDesc,Class,Topic,Question,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,WI,Wisconsin,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,29.7,,,,25.4,34.3,179,Medicaid,Medicaid Recipient,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO100,55,MED1,BOC9,RES23
2007,PA,Pennsylvania,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,33.2,,,,24.1,43.9,45,Smoker,Smoked 3 months before Pregnancy,"(40.793730152, -77.860700294)",CLA9,TOP2,QUO99,42,SMK2,BOC12,RES25
2007,PA,Pennsylvania,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,25.6,,,,20.3,31.8,121,Intended,Pregnancy Intendedness,"(40.793730152, -77.860700294)",CLA9,TOP2,QUO100,42,IND1,BOC11,RES23
2007,WV,West Virginia,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,96.9,,,,93.7,98.5,591,Smoker,Smoked last 3 months of Pregnancy,"(38.665510202, -80.712640135)",CLA9,TOP2,QUO9,54,SMK2,BOC13,RES23
2007,WV,West Virginia,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(38.665510202, -80.712640135)",CLA9,TOP2,QUO9,54,PNC4,BOC18,RES23
2007,OR,Oregon,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,51,,,,46.3,55.6,630,Intended,Pregnancy Intendedness,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO8,41,IND1,BOC11,RES23
2007,WY,Wyoming,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,37.9,,,,31.8,44.3,112,20-24 yrs,Maternal Age (4 Levels),"(43.235541343, -108.109830353)",CLA9,TOP2,QUO99,56,AYR4,BOC4,RES25
2007,RI,Rhode Island,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,93.8,,,,89.6,96.4,253,20-24 yrs,Maternal Age (4 Levels),"(41.708280193, -71.522470314)",CLA9,TOP2,QUO9,44,AYR4,BOC4,RES23
2007,WI,Wisconsin,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,92.9,,,,90.2,95,545,Intended,Pregnancy Intendedness,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO9,55,IND1,BOC11,RES23
2007,MN,Minnesota,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,94.2,,,,92.5,95.5,924,"White, non-Hispanic",Maternal Race/Ethnicity,"(46.355648736, -94.794200503)",CLA9,TOP2,QUO9,27,ETH4,BOC6,RES23
2007,WA,Washington,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,61.2,,,,54.2,67.7,112,"Black, non-Hispanic",Maternal Race/Ethnicity,"(47.522278629, -120.47001079)",CLA9,TOP2,QUO8,53,ETH1,BOC6,RES23
2007,WA,Washington,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,61.9,,,,56,67.4,279,Other non-Hispanic,Maternal Race/Ethnicity,"(47.522278629, -120.47001079)",CLA9,TOP2,QUO99,53,ETH3,BOC6,RES25
2007,WI,Wisconsin,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,37.3,,,,32.5,42.3,218,Medicaid,Medicaid Recipient,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO8,55,MED1,BOC9,RES23
2007,DE,Delaware,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,93.3,,,,86.6,96.8,118,"$25,000 to $49,999",Income (years 2004 and beyond),"(39.008830667, -75.577741168)",CLA9,TOP2,QUO9,10,INC37,BOC14,RES23
2007,AR,Arkansas,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,42.9,,,,39.2,46.7,549,Non-Smoker,Smoked 3 months before Pregnancy,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO100,5,SMK1,BOC12,RES23
2007,AK,Alaska,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,25.8,,,,21.4,30.7,155,>12 yrs,Maternal Education,"(64.845079957001, -147.722059036)",CLA9,TOP2,QUO100,2,12YR2,BOC5,RES23
2007,NE,Nebraska,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,57.5,,,,50.1,64.5,211,"Less than $10,000",Income (years 2004 and beyond),"(41.641040988001, -99.365720623)",CLA9,TOP2,QUO8,31,INC39,BOC14,RES23
2007,CO,Colorado,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,91.5,,,,59.4,98.8,49,Age < 18,Maternal Age - 18 to 44 years in groupings,"(38.843840757, -106.133610921)",CLA9,TOP2,QUO9,8,AGE1,BOC17,RES23
2007,AR,Arkansas,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,34.9,,,,31.8,38.2,385,NBW (>2500g),Birth Weight,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO100,5,BWT2,BOC1,RES23
2007,CO,Colorado,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,50,,,,39.6,60.4,105,INADEQUATE PNC,Adequacy of Prenatal care,"(38.843840757, -106.133610921)",CLA9,TOP2,QUO99,8,PNC2,BOC18,RES25
2007,WY,Wyoming,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,"Black, non-Hispanic",Maternal Race/Ethnicity,"(43.235541343, -108.109830353)",CLA9,TOP2,QUO100,56,ETH1,BOC6,RES23
2007,OK,Oklahoma,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,96.8,,,,90,99,231,<20 yrs,Maternal Age (4 Levels),"(35.472031356, -97.521070214)",CLA9,TOP2,QUO9,40,AYR1,BOC4,RES23
2007,NY,New York (excluding NYC),Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,35.5,,,,31.2,40.2,263,>12 yrs,Maternal Education,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO8,36,12YR2,BOC5,RES23
2007,CO,Colorado,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,54.7,,,,40,68.7,50,Other non-Hispanic,Maternal Race/Ethnicity,"(38.843840757, -106.133610921)",CLA9,TOP2,QUO100,8,ETH3,BOC6,RES23
2007,OK,Oklahoma,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,38,,,,32.8,43.5,376,>12 yrs,Maternal Education,"(35.472031356, -97.521070214)",CLA9,TOP2,QUO99,40,12YR2,BOC5,RES25
2007,SC,South Carolina,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,50.7,,,,43.3,58.1,252,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(33.998821303, -81.045371207)",CLA9,TOP2,QUO100,45,AGE2,BOC17,RES23
2007,MO,Missouri,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,23.3,,,,19.8,27.2,174,>12 yrs,Maternal Education,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO100,29,12YR2,BOC5,RES23
2007,YC,New York City,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,58.9,,,,51.8,65.6,183,35+ yrs,Maternal Age (4 Levels),"(42.827001032, -75.543970427)",CLA9,TOP2,QUO8,36,AYR6,BOC4,RES23
2007,NJ,New Jersey,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,28.6,,,,25.8,31.5,332,Non-Medicaid,Medicaid Recipient,"(40.130570048, -74.273691288)",CLA9,TOP2,QUO100,34,MED2,BOC9,RES23
2007,NY,New York (excluding NYC),Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,86,,,,78.3,91.3,131,< 12 yrs,Maternal Education,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO99,36,12YR1,BOC5,RES25
2007,WI,Wisconsin,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,23.8,,,,20.3,27.7,181,Non-Medicaid,Medicaid Recipient,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO99,55,MED2,BOC9,RES25
2007,CO,Colorado,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,88,,,,85.8,90,1584,Non-Smoker,Smoked last 3 months of Pregnancy,"(38.843840757, -106.133610921)",CLA9,TOP2,QUO9,8,SMK1,BOC13,RES23
2007,IL,Illinois,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,32.8,,,,29.5,36.3,275,Non-Medicaid,Medicaid Recipient,"(40.485010283, -88.997710178)",CLA9,TOP2,QUO8,17,MED2,BOC9,RES23
2007,CO,Colorado,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,30.1,,,,21.9,39.9,69,Smoker,Smoked last 3 months of Pregnancy,"(38.843840757, -106.133610921)",CLA9,TOP2,QUO99,8,SMK2,BOC13,RES25
2007,OR,Oregon,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,57.8,,,,50.1,65.1,273,"$10,000 to $24,999",Income (years 2004 and beyond),"(44.567449424, -120.155031326)",CLA9,TOP2,QUO8,41,INC36,BOC14,RES23
2007,NJ,New Jersey,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,74.8,,,,68.4,80.2,175,"Less than $10,000",Income (years 2004 and beyond),"(40.130570048, -74.273691288)",CLA9,TOP2,QUO8,34,INC39,BOC14,RES23
2007,OH,Ohio,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,41.8,,,,35.9,48,202,30+ yrs,Maternal Age (3 Levels),"(40.060210141, -82.404260056)",CLA9,TOP2,QUO99,39,AYR3,BOC19,RES25
2007,MI,Michigan,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,90.8,,,,88.3,92.8,705,Non-WIC,On WIC during Pregnancy,"(44.661319543001, -84.71439027)",CLA9,TOP2,QUO9,26,WIC1,BOC10,RES23
2007,RI,Rhode Island,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,36.5,,,,32.5,40.8,267,25-34 yrs,Maternal Age (4 Levels),"(41.708280193, -71.522470314)",CLA9,TOP2,QUO8,44,AYR5,BOC4,RES23
2007,RI,Rhode Island,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,63.5,,,,53,72.9,84,<20 yrs,Maternal Age (4 Levels),"(41.708280193, -71.522470314)",CLA9,TOP2,QUO99,44,AYR1,BOC4,RES25
2007,DE,Delaware,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,50,,,,44.8,55.2,181,Intended,Pregnancy Intendedness,"(39.008830667, -75.577741168)",CLA9,TOP2,QUO99,10,IND1,BOC11,RES25
2007,DE,Delaware,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,35.5,,,,30,41.4,99,0,Number of Previous Live Births,"(39.008830667, -75.577741168)",CLA9,TOP2,QUO100,10,PRV0,BOC20,RES23
2007,NC,North Carolina,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,64.8,,,,58.4,70.7,282,"Black, non-Hispanic",Maternal Race/Ethnicity,"(35.466220975, -79.159250463)",CLA9,TOP2,QUO8,37,ETH1,BOC6,RES23
2007,WA,Washington,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,46.8,,,,43.5,50,789,None,None,"(47.522278629, -120.47001079)",CLA9,TOP2,QUO8,53,BOC99,BOC99,RES23
2007,OK,Oklahoma,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,31.4,,,,25.9,37.6,280,OTHER,Marital Status,"(35.472031356, -97.521070214)",CLA9,TOP2,QUO100,40,MA2,BOC3,RES23
2007,AK,Alaska,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,29.8,,,,25.6,34.3,210,Non-WIC,On WIC during Pregnancy,"(64.845079957001, -147.722059036)",CLA9,TOP2,QUO100,2,WIC1,BOC10,RES23
2007,NC,North Carolina,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,97.1,,,,95.4,98.2,837,Medicaid,Medicaid Recipient,"(35.466220975, -79.159250463)",CLA9,TOP2,QUO9,37,MED1,BOC9,RES23
2007,SD,South Dakota,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,94,,,,92.2,95.4,524,20-29 yrs,Maternal Age (3 Levels),"(44.353130053, -100.373530637)",CLA9,TOP2,QUO9,46,AYR2,BOC19,RES23
2007,MI,Michigan,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,40.8,,,,35.6,46.2,218,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(44.661319543001, -84.71439027)",CLA9,TOP2,QUO8,26,AGE2,BOC17,RES23
2007,AK,Alaska,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,40.1,,,,35.3,45,230,"White, non-Hispanic",Maternal Race/Ethnicity,"(64.845079957001, -147.722059036)",CLA9,TOP2,QUO99,2,ETH4,BOC6,RES25
2007,WI,Wisconsin,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,28.9,,,,26.1,31.8,397,None,None,"(44.393191174, -89.816370742)",CLA9,TOP2,QUO99,55,BOC99,BOC99,RES25
2007,OR,Oregon,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,53.9,,,,46.3,61.3,290,INTERMEDIATE PNC,Adequacy of Prenatal care,"(44.567449424, -120.155031326)",CLA9,TOP2,QUO99,41,PNC3,BOC18,RES25
2007,MA,Massachusetts,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,38.9,,,,35.9,42,781,None,None,"(42.27687047, -72.082690675)",CLA9,TOP2,QUO99,25,BOC99,BOC99,RES25
2007,VT,Vermont,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,25.8,,,,21.8,30.4,107,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(43.625381239, -72.517640791)",CLA9,TOP2,QUO8,50,AGE4,BOC17,RES23
2007,MN,Minnesota,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,38.5,,,,33.4,43.9,182,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(46.355648736, -94.794200503)",CLA9,TOP2,QUO8,27,AGE2,BOC17,RES23
2007,MD,Maryland,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,36.3,,,,31.3,41.6,291,"$50,000 or more",Income (years 2004 and beyond),"(39.290580964, -76.609260111)",CLA9,TOP2,QUO99,24,INC38,BOC14,RES25
2007,AR,Arkansas,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,56.3,,,,52.2,60.3,646,WIC,On WIC during Pregnancy,"(34.748650124, -92.274490743)",CLA9,TOP2,QUO8,5,WIC2,BOC10,RES23
2007,CO,Colorado,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,29.5,,,,25.7,33.6,312,25-34 yrs,Maternal Age (4 Levels),"(38.843840757, -106.133610921)",CLA9,TOP2,QUO100,8,AYR5,BOC4,RES23
2007,NY,New York (excluding NYC),Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,88.4,,,,80.3,93.5,147,Smoker,Smoked last 3 months of Pregnancy,"(42.827001032, -75.543970427)",CLA9,TOP2,QUO9,36,SMK2,BOC13,RES23
2007,NJ,New Jersey,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,90.9,,,,88.6,92.8,887,Intended,Pregnancy Intendedness,"(40.130570048, -74.273691288)",CLA9,TOP2,QUO9,34,IND1,BOC11,RES23
2007,MO,Missouri,Maternal Behavior/Health,Alcohol Use,Indicator of drinking any alcohol during the past two years,PRAMS,NO,%,Percentage,29.4,,,,24.9,34.2,168,Unintended,Pregnancy Intendedness,"(38.635790776, -92.566300053)",CLA9,TOP2,QUO100,29,IND2,BOC11,RES23
2007,UT,Utah,Maternal Behavior/Health,Alcohol Use,Indicator of whether mother reported having any alcoholic drinks during the last 3 months of pregnancy,PRAMS,NO,%,Percentage,99,,,,93.6,99.9,61,Other non-Hispanic,Maternal Race/Ethnicity,"(39.360700171, -111.587130635)",CLA9,TOP2,QUO9,49,ETH3,BOC6,RES23
2007,HI,Hawaii,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,47.5,,,,44.5,50.5,502,Non-WIC,On WIC during Pregnancy,"(21.304850435, -157.857749403)",CLA9,TOP2,QUO99,15,WIC1,BOC10,RES25
2007,AR,Arkansas,Maternal Behavior/Health,Alcohol Use,(*PCH) Indicator of drinking alcohol during the three months before pregnancy,PRAMS,NO,%,Percentage,47.1,,,,43.1,51.1,550,20-29 yrs,Maternal Age (3 Levels),"(34.748650124, -92.274490743)",CLA9,TOP2,QUO8,5,AYR2,BOC19,RES23
2007,VT,Vermont,Maternal Behavior/Health,Alcohol Use,Change in drinking between three months before pregnancy and last three months of pregnancy,PRAMS,NONDRINKER,%,Percentage,27.5,,,,24.3,30.9,195,MARRIED,Marital Status,"(43.625381239, -72.517640791)",CLA9,TOP2,QUO99,50,MA1,BOC3,RES25
